Index,Symbol,ID
23731,TMEM245,23731
23732,FRRS1L,23732
23738,OFD1P17,23738
23739,C3CER1,23739
23741,EID1,23741
23742,NPAP1,23742
23743,BHMT2,23743
23744,ATP5F1EP1,23744
23746,AIPL1,23746
23749,YME1L1P1,23749
23751,TOP3BP1,23751
23752,TSSK1A,23752
23753,SDF2L1,23753
23754,RPL32P5,23754
23755,SIRPAP1,23755
23756,RPS24P1,23756
23757,ARSFP1,23757
23758,SFPQP1,23758
23759,PPIL2,23759
23760,PITPNB,23760
23761,PISD,23761
23762,OSBP2,23762
23764,MAFF,23764
23765,IL17RA,23765
23766,GABARAPL3,23766
23767,FLRT3,23767
23768,FLRT2,23768
23769,FLRT1,23769
23770,FKBP8,23770
23771,DIANPH,23771
23772,CSF2RBP1,23772
23774,BRD1,23774
23779,ARHGAP8,23779
23780,APOL2,23780
23781,AP1B1P2,23781
23782,AP1B1P1,23782
23783,ANKRD62P1-PARP4P3,23783
23784,POTEH,23784
23785,ABCD1P1,23785
23786,BCL2L13,23786
23787,MTCH1,23787
23788,MTCH2,23788
24137,KIF4A,24137
24138,IFIT5,24138
24139,EML2,24139
24140,FTSJ1,24140
24141,LAMP5,24141
24142,NAA80,24142
24144,TFIP11,24144
24145,PANX1,24145
24146,CLDN15,24146
24147,FJX1,24147
24148,PRPF6,24148
24149,ZNF318,24149
24150,TP53TG3,24150
25758,KIAA1549L,25758
25759,SHC2,25759
25763,HYPM,25763
25764,HYPK,25764
25766,PRPF40B,25766
25769,SLC24A2,25769
25770,C22orf31,25770
25771,TBC1D22A,25771
25774,GSTT4,25774
25775,C22orf24,25775
25776,CBY1,25776
25777,SUN2,25777
25778,DSTYK,25778
25780,RASGRP3,25780
25782,RAB3GAP2,25782
25784,DGCR12,25784
25786,DGCR11,25786
25787,DGCR9,25787
25788,RAD54B,25788
25789,TMEM59L,25789
25790,CFAP45,25790
25791,NGEF,25791
25792,CIZ1,25792
25793,FBXO7,25793
25794,FSCN2,25794
25796,PGLS,25796
25797,QPCT,25797
25798,BRI3,25798
25799,ZNF324,25799
25800,SLC39A6,25800
25801,GCA,25801
25802,LMOD1,25802
25803,SPDEF,25803
25804,LSM4,25804
25805,BAMBI,25805
25806,VAX2,25806
25807,RHBDD3,25807
25809,TTLL1,25809
25812,POM121L1P,25812
25813,SAMM50,25813
25814,ATXN10,25814
25816,TNFAIP8,25816
25817,FAM19A5,25817
25818,KLK5,25818
25819,NOCT,25819
25820,ARIH1,25820
25821,MTO1,25821
25822,DNAJB5,25822
25823,TPSG1,25823
25824,PRDX5,25824
25825,BACE2,25825
25826,SNORD82,25826
25827,FBXL2,25827
25828,TXN2,25828
25829,TMEM184B,25829
25830,SULT4A1,25830
25831,HECTD1,25831
25832,NBPF14,25832
25833,POU2F3,25833
25834,MGAT4C,25834
25836,NIPBL,25836
25837,RAB26,25837
25839,COG4,25839
25840,METTL7A,25840
25841,ABTB2,25841
25842,ASF1A,25842
25843,MOB4,25843
25844,YIPF3,25844
25847,ANAPC13,25847
25849,PARM1,25849
25850,ZNF345,25850
25851,TECPR1,25851
25852,ARMC8,25852
25853,DCAF12,25853
25854,FAM149A,25854
25855,BRMS1,25855
25858,CATSPERZ,25858
25859,PART1,25859
25861,WHRN,25861
25862,USP49,25862
25864,ABHD14A,25864
25865,PRKD2,25865
25870,SUMF2,25870
25871,NEPRO,25871
25873,RPL36,25873
25874,MPC2,25874
25875,LETMD1,25875
25876,SPEF1,25876
25878,MXRA5,25878
25879,DCAF13,25879
25880,TMEM186,25880
25884,CHRDL2,25884
25885,POLR1A,25885
25886,POC1A,25886
25888,ZNF473,25888
25890,ABI3BP,25890
25891,PAMR1,25891
25893,TRIM58,25893
25894,PLEKHG4,25894
25895,EEF1AKMT3,25895
25896,INTS7,25896
25897,RNF19A,25897
25898,RCHY1,25898
25900,IFFO1,25900
25901,CCDC28A,25901
25902,MTHFD1L,25902
25903,OLFML2B,25903
25904,CNOT10,25904
25906,ANAPC15,25906
25907,TMEM158,25907
25909,AHCTF1,25909
25911,DPCD,25911
25912,C1orf43,25912
25913,POT1,25913
25914,RTTN,25914
25915,NDUFAF3,25915
25917,THUMPD3,25917
25920,NELFB,25920
25921,ZDHHC5,25921
25923,ATL3,25923
25924,MYRIP,25924
25925,ZNF521,25925
25926,NOL11,25926
25927,CNRIP1,25927
25928,SOSTDC1,25928
25929,GEMIN5,25929
25930,PTPN23,25930
25932,CLIC4,25932
25934,NIPSNAP3A,25934
25936,NSL1,25936
25937,WWTR1,25937
25938,HEATR5A,25938
25939,SAMHD1,25939
25940,FAM98A,25940
25941,TPGS2,25941
25942,SIN3A,25942
25943,C20orf194,25943
25945,NECTIN3,25945
25946,ZNF385A,25946
25948,KBTBD2,25948
25949,SYF2,25949
25950,RWDD3,25950
25953,PNKD,25953
25956,SEC31B,25956
25957,PNISR,25957
25959,KANK2,25959
25960,ADGRA2,25960
25961,NUDT13,25961
25962,VIRMA,25962
25963,TMEM87A,25963
25966,C2CD2,25966
25970,SH2B1,25970
25972,UNC50,25972
25973,PARS2,25973
25974,MMACHC,25974
25975,EGFL6,25975
25976,TIPARP,25976
25977,NECAP1,25977
25978,CHMP2B,25978
25979,DHRS7B,25979
25980,AAR2,25980
25981,DNAH1,25981
25983,NGDN,25983
25984,KRT23,25984
25987,TSKU,25987
25988,HINFP,25988
25989,ULK3,25989
25992,SNED1,25992
25994,HIGD1A,25994
25996,REXO2,25996
25998,IBTK,25998
25999,CLIP3,25999
26000,TBC1D10B,26000
26001,RNF167,26001
26002,MOXD1,26002
26003,GORASP2,26003
26005,C2CD3,26005
26007,TKFC,26007
26009,ZZZ3,26009
26010,SPATS2L,26010
26011,TENM4,26011
26012,NSMF,26012
26013,L3MBTL1,26013
26015,RPAP1,26015
26017,FAM32A,26017
26018,LRIG1,26018
26019,UPF2,26019
26020,LRP10,26020
26022,TMEM98,26022
26024,PTCD1,26024
26025,PCDHGA12,26025
26027,ACOT11,26027
26030,PLEKHG3,26030
26031,OSBPL3,26031
26032,SUSD5,26032
26033,ATRNL1,26033
26034,IPCEF1,26034
26035,GLCE,26035
26036,ZNF451,26036
26037,SIPA1L1,26037
26038,CHD5,26038
26039,SS18L1,26039
26040,SETBP1,26040
26043,UBXN7,26043
26045,LRRTM2,26045
26046,LTN1,26046
26047,CNTNAP2,26047
26048,ZNF500,26048
26049,FAM169A,26049
26050,SLITRK5,26050
26051,PPP1R16B,26051
26052,DNM3,26052
26053,AUTS2,26053
26054,SENP6,26054
26056,RAB11FIP5,26056
26057,ANKRD17,26057
26058,GIGYF2,26058
26059,ERC2,26059
26060,APPL1,26060
26061,HACL1,26061
26062,HYALP1,26062
26063,DECR2,26063
26064,RAI14,26064
26065,LSM14A,26065
26071,RTL8A,26071
26073,POLDIP2,26073
26074,CFAP61,26074
26080,FAM230C,26080
26082,LINC02249,26082
26083,TBC1D29,26083
26084,ARHGEF26,26084
26085,KLK13,26085
26086,GPSM1,26086
26088,GGA1,26088
26090,ABHD12,26090
26091,HERC4,26091
26092,TOR1AIP1,26092
26093,CCDC9,26093
26094,DCAF4,26094
26095,PTPN20,26095
26097,CHTOP,26097
26098,EDRF1,26098
26099,SZRD1,26099
26100,WIPI2,26100
26103,LRIT1,26103
26108,PYGO1,26108
26112,CCDC69,26112
26115,TANC2,26115
26118,WSB1,26118
26119,LDLRAP1,26119
26121,PRPF31,26121
26122,EPC2,26122
26123,TCTN3,26123
26127,FGFR1OP2,26127
26128,KIF1BP,26128
26130,GAPVD1,26130
26133,TRPC4AP,26133
26134,RALGAPA1P1,26134
26135,SERBP1,26135
26136,TES,26136
26137,ZBTB20,26137
26138,LINC00588,26138
26140,TTLL3,26140
26145,IRF2BP1,26145
26146,TRAF3IP1,26146
26147,PHF19,26147
26149,ZNF658,26149
26150,RIBC2,26150
26151,NAT9,26151
26152,ZNF337,26152
26153,KIF26A,26153
26154,ABCA12,26154
26155,NOC2L,26155
26156,RSL1D1,26156
26157,GIMAP2,26157
26160,IFT172,26160
26164,MTG2,26164
26165,SPATA31A7,26165
26166,RGS22,26166
26167,PCDHB5,26167
26168,SENP3,26168
26173,INTS1,26173
26175,TMEM251,26175
26184,OR1F2P,26184
26188,OR1C1,26188
26189,OR1A2,26189
26190,FBXW2,26190
26191,PTPN22,26191
26205,GMEB2,26205
26206,SPAG8,26206
26207,PITPNC1,26207
26211,OR2F1,26211
26212,OR2B6,26212
26219,OR1J4,26219
26220,DGCR5,26220
26222,DGCR10,26222
26223,FBXL21,26223
26224,FBXL3,26224
26225,ARL5A,26225
26226,FBXW4P1,26226
26227,PHGDH,26227
26228,STAP1,26228
26229,B3GAT3,26229
26230,TIAM2,26230
26231,LRRC29,26231
26232,FBXO2,26232
26233,FBXL6,26233
26234,FBXL5,26234
26235,FBXL4,26235
26238,LINC01558,26238
26239,LCE2B,26239
26240,FAM50B,26240
26242,OR4C1P,26242
26245,OR2M4,26245
26246,OR2L2,26246
26247,OR2L1P,26247
26248,OR2K2,26248
26249,KLHL3,26249
26251,KCNG2,26251
26253,CLEC4E,26253
26254,OPTC,26254
26255,PTTG3P,26255
26256,CABYR,26256
26257,NKX2-8,26257
26258,BLOC1S6,26258
26259,FBXW8,26259
26260,FBXO25,26260
26261,FBXO24,26261
26262,TSPAN17,26262
26263,FBXO22,26263
26266,SLC13A4,26266
26267,FBXO10,26267
26268,FBXO9,26268
26269,FBXO8,26269
26270,FBXO6,26270
26271,FBXO5,26271
26272,FBXO4,26272
26273,FBXO3,26273
26275,HIBCH,26275
26276,VPS33B,26276
26277,TINF2,26277
26278,SACS,26278
26279,PLA2G2D,26279
26280,IL1RAPL2,26280
26281,FGF20,26281
26284,ERAL1,26284
26285,CLDN17,26285
26286,ARFGAP3,26286
26287,ANKRD2,26287
26289,AK5,26289
26290,GALNT8,26290
26291,FGF21,26291
26292,MYCBP,26292
26297,SERGEF,26297
26298,EHF,26298
26301,GBGT1,26301
26307,PCDHA14,26307
26322,OR4H6P,26322
26330,GAPDHS,26330
26333,OR7A17,26333
26335,OR7A15P,26335
26338,OR5L2,26338
26339,OR5K1,26339
26341,OR5H1,26341
26343,OR5E1P,26343
26353,HSPB8,26353
26354,GNL3,26354
26355,FAM162A,26355
26468,LHX6,26468
26469,PTPN18,26469
26470,SEZ6L2,26470
26471,NUPR1,26471
26472,PPP1R14B,26472
26473,OR7E16P,26473
26475,OR7E43P,26475
26476,OR10J1,26476
26478,OR7E53P,26478
26479,OR7E62P,26479
26492,OR8G2P,26492
26493,OR8B8,26493
26494,OR8G1,26494
26495,OR9A1P,26495
26496,OR10A3,26496
26497,OR10D3,26497
26499,PLEK2,26499
26502,NARF,26502
26503,SLC17A5,26503
26504,CNNM4,26504
26505,CNNM3,26505
26507,CNNM1,26507
26508,HEYL,26508
26509,MYOF,26509
26511,CHIC2,26511
26512,INTS6,26512
26513,RPL34P2,26513
26514,RPL34P1,26514
26515,TIMM10B,26515
26516,RPS5P1,26516
26517,TIMM13,26517
26519,TIMM10,26519
26520,TIMM9,26520
26521,TIMM8B,26521
26523,AGO1,26523
26524,LATS2,26524
26525,IL36RN,26525
26526,TSPAN16,26526
26528,DAZAP1,26528
26529,OR12D2,26529
26530,OR12D1,26530
26532,OR10H3,26532
26533,OR10G3,26533
26534,OR10G2,26534
26537,OR51A1P,26537
26538,OR10H2,26538
26539,OR10H1,26539
26540,OR10G1P,26540
26541,OR10D1P,26541
26548,ITGB1BP2,26548
26574,AATF,26574
26575,RGS17,26575
26576,SRPK3,26576
26577,PCOLCE2,26577
26578,OSTF1,26578
26579,MYEOV,26579
26580,BSCL2,26580
26581,DUX5,26581
26582,DUX3,26582
26583,DUX4L8,26583
26584,DUX1,26584
26585,GREM1,26585
26586,CKAP2,26586
26589,MRPL46,26589
26590,OR8B7P,26590
26591,OR8B6P,26591
26592,OR8B5P,26592
26595,OR8B2,26595
26608,TBL2,26608
26609,VCX,26609
26610,ELP4,26610
26614,OR7E66P,26614
26628,OR7E47P,26628
26637,OR7E36P,26637
26640,OR7E33P,26640
26644,OR7E29P,26644
26645,OR7E28P,26645
26647,OR7E25P,26647
26648,OR7E24,26648
26651,OR7E19P,26651
26656,OR7D1P,26656
26658,OR7C2,26658
26659,OR7A5,26659
26661,OR7A8P,26661
26664,OR7C1,26664
26668,OR7A3P,26668
26669,OR7A11P,26669
26679,OR4G3P,26679
26680,OR4G2P,26680
26681,OR4G1P,26681
26682,OR4F4,26682
26683,OR4F3,26683
26685,OR4F1P,26685
26686,OR4E2,26686
26687,OR4E1,26687
26689,OR4D1,26689
26690,OR4B2P,26690
26692,OR2W1,26692
26693,OR2V1,26693
26694,OR2U2P,26694
26695,OR2U1P,26695
26696,OR2T1,26696
26707,OR2J2,26707
26713,OR2H5P,26713
26716,OR2H1,26716
26717,OR2G1P,26717
26719,OR2E1P,26719
26735,OR1L3,26735
26737,OR1L1,26737
26740,OR1J2,26740
26742,OR1H1P,26742
26747,NUFIP1,26747
26748,GAGE12I,26748
26749,GAGE2E,26749
26750,RPS6KC1,26750
26751,SH3YL1,26751
26762,HAVCR1,26762
26765,SNORD12C,26765
26766,RNU105C,26766
26767,RNU105B,26767
26768,SNORA73B,26768
26769,SNORD81,26769
26770,SNORD79,26770
26771,SNORD102,26771
26772,SNORD4B,26772
26773,SNORD4A,26773
26774,SNORD80,26774
26775,SNORA72,26775
26776,SNORA71B,26776
26777,SNORA71A,26777
26778,SNORA70,26778
26779,SNORA69,26779
26780,SNORA68,26780
26781,SNORA67,26781
26782,SNORA66,26782
26783,SNORA65,26783
26784,SNORA64,26784
26785,SNORD63,26785
26786,SNORD62A,26786
26787,SNORD61,26787
26788,SNORD60,26788
26789,SNORD59A,26789
26790,SNORD58B,26790
26791,SNORD58A,26791
26792,SNORD57,26792
26793,SNORD56,26793
26795,SNORD54,26795
26796,SNORD53,26796
26797,SNORD52,26797
26798,SNORD51,26798
26799,SNORD50A,26799
26800,SNORD49A,26800
26801,SNORD48,26801
26802,SNORD47,26802
26804,SNORD45B,26804
26805,SNORD45A,26805
26806,SNORD44,26806
26807,SNORD43,26807
26808,SNORD42B,26808
26809,SNORD42A,26809
26810,SNORD41,26810
26811,SNORD55,26811
26812,SNORD37,26812
26813,SNORD36C,26813
26814,SNORD36B,26814
26815,SNORD36A,26815
26816,SNORD35A,26816
26817,SNORD34,26817
26818,SNORD33,26818
26819,SNORD32A,26819
26820,SNORD24,26820
26821,SNORA74A,26821
26822,SNORD14A,26822
26823,RNU12-2P,26823
26824,RNU11,26824
26825,RNU6-50P,26825
26826,RNU6-6P,26826
26827,RNU6-1,26827
26828,RNU5F-1,26828
26829,RNU5E-1,26829
26830,RNU5D-1,26830
26831,RNU5A-1,26831
26832,RNU5B-1,26832
26834,RNU4-2,26834
26835,RNU4-1,26835
26838,RNU4-6P,26838
26839,RNU4-5P,26839
26840,RNU4-4P,26840
26841,RNU4-3P,26841
26842,SNORD3P4,26842
26843,SNORD3P3,26843
26844,SNORD3P2,26844
26851,SNORD3B-1,26851
26852,RNU2-5P,26852
26853,RNU2-4P,26853
26854,RNU2-3P,26854
26855,RNU2-2P,26855
26858,RNU1-15P,26858
26859,RNU1-14P,26859
26860,RNU1-13P,26860
26861,RNU1-11P,26861
26863,RNVU1-18,26863
26864,RNVU1-7,26864
26865,RNU1-27P,26865
26866,RNU1-28P,26866
26869,RNU1-3,26869
26870,RNU1-2,26870
26871,RNU1-1,26871
26872,STEAP1,26872
26873,OPLAH,26873
26952,SMR3A,26952
26953,RANBP6,26953
26957,ABCD1P4,26957
26958,COPG2,26958
26959,HBP1,26959
26960,NBEA,26960
26973,CHORDC1,26973
26974,ZNF285,26974
26978,PABPC1P3,26978
26980,PABPC1P1,26980
26982,ABCD1P3,26982
26983,ABCD1P2,26983
26984,SEC22A,26984
26985,AP3M1,26985
26986,PABPC1,26986
26993,AKAP8L,26993
26994,RNF11,26994
26995,TRUB2,26995
26996,GPR160,26996
26998,FETUB,26998
26999,CYFIP2,26999
27000,DNAJC2,27000
27002,PAFAH1B1P2,27002
27004,TCL6,27004
27005,USP21,27005
27006,FGF22,27006
27010,TPK1,27010
27012,KCNV1,27012
27013,CNPPD1,27013
27018,BEX3,27018
27019,DNAI1,27019
27020,NPTN,27020
27022,FOXD3,27022
27023,FOXB1,27023
27030,MLH3,27030
27031,NPHP3,27031
27032,ATP2C1,27032
27033,ZBTB32,27033
27034,ACAD8,27034
27035,NOX1,27035
27036,SIGLEC7,27036
27037,TRMT2A,27037
27039,PKD2L2,27039
27042,UTP25,27042
27043,PELP1,27043
27044,SND1,27044
27063,ANKRD1,27063
27065,NSG1,27065
27067,STAU2,27067
27068,PPA2,27068
27069,GHITM,27069
27071,DAPP1,27071
27072,VPS41,27072
27074,LAMP3,27074
27075,TSPAN13,27075
27076,LYPD3,27076
27077,B9D1,27077
27079,RPUSD2,27079
27085,MTBP,27085
27086,FOXP1,27086
27087,B3GAT1,27087
27089,UQCRQ,27089
27090,ST6GALNAC4,27090
27091,CACNG5,27091
27092,CACNG4,27092
27093,KCNMB3P1,27093
27094,KCNMB3,27094
27095,TRAPPC3,27095
27097,TAF5L,27097
27098,CLUL1,27098
27099,SND1-IT1,27099
27101,CACYBP,27101
27102,EIF2AK1,27102
27106,ARRDC2,27106
27107,ZBTB11,27107
27109,ATP5S,27109
27111,SDCBP2,27111
27112,FAM155B,27112
27113,BBC3,27113
27115,PDE7B,27115
27120,DKKL1,27120
27121,DKK4,27121
27122,DKK3,27122
27123,DKK2,27123
27124,INPP5J,27124
27125,AFF4,27125
27127,SMC1B,27127
27128,CYTH4,27128
27129,HSPB7,27129
27130,INVS,27130
27131,SNX5,27131
27132,CPNE7,27132
27133,KCNH5,27133
27134,TJP3,27134
27136,MORC1,27136
27141,CIDEB,27141
27143,PALD1,27143
27145,FILIP1,27145
27146,FAM184B,27146
27147,DENND2A,27147
27148,STK36,27148
27151,CPAMD8,27151
27152,INTU,27152
27153,ZNF777,27153
27154,BRPF3,27154
27156,RSPH14,27156
27158,NDOR1,27158
27159,CHIA,27159
27160,INGX,27160
27161,AGO2,27161
27163,NAAA,27163
27164,SALL3,27164
27165,GLS2,27165
27166,PRELID1,27166
27170,COTL1P1,27170
27173,SLC39A1,27173
27175,TUBG2,27175
27177,IL36B,27177
27178,IL37,27178
27179,IL36A,27179
27180,SIGLEC9,27180
27181,SIGLEC8,27181
27183,VPS4A,27183
27184,DISC2,27184
27185,DISC1,27185
27187,MOCS1P1,27187
27189,IL17C,27189
27190,IL17B,27190
27193,TRAPPC2P5,27193
27194,TRAPPC2P4,27194
27195,TRAPPC2P3,27195
27196,TRAPPC2P2,27196
27197,GPR82,27197
27198,HCAR1,27198
27199,OXGR1,27199
27200,GPR79,27200
27201,GPR78,27201
27202,C5AR2,27202
27229,TUBGCP4,27229
27230,SERP1,27230
27231,NMRK2,27231
27232,GNMT,27232
27233,SULT1C4,27233
27235,COQ2,27235
27236,ARFIP1,27236
27237,ARHGEF16,27237
27238,GPKOW,27238
27239,GPR162,27239
27240,SIT1,27240
27241,BBS9,27241
27242,TNFRSF21,27242
27243,CHMP2A,27243
27244,SESN1,27244
27245,AHDC1,27245
27246,RNF115,27246
27247,NFU1,27247
27248,ERLEC1,27248
27249,MMADHC,27249
27250,PDCD4,27250
27252,KLHL20,27252
27253,PCDH17,27253
27254,CSDC2,27254
27255,CNTN6,27255
27257,LSM1,27257
27258,LSM3,27258
27259,HPLH1,27259
27283,TINAG,27283
27284,SULT1B1,27284
27285,TEKT2,27285
27286,SRPX2,27286
27287,VENTX,27287
27288,RBMXL2,27288
27289,RND1,27289
27290,SPINK4,27290
27291,R3HCC1L,27291
27292,DIMT1,27292
27293,SMPDL3B,27293
27294,DHDH,27294
27295,PDLIM3,27295
27296,TP53TG5,27296
27297,CRCP,27297
27299,ADAMDEC1,27299
27300,ZNF544,27300
27301,APEX2,27301
27302,BMP10,27302
27303,RBMS3,27303
27304,MOCS3,27304
27306,HPGDS,27306
27309,ZNF330,27309
27314,RAB30,27314
27315,PGAP2,27315
27316,RBMX,27316
27319,BHLHE22,27319
27320,TNRC18P2,27320
27321,TNRC17,27321
27324,TOX3,27324
27327,TNRC6A,27327
27328,PCDH11X,27328
27329,ANGPTL3,27329
27330,RPS6KA6,27330
27332,ZNF638,27332
27333,GOLIM4,27333
27334,P2RY10,27334
27335,EIF3K,27335
27336,HTATSF1,27336
27338,UBE2S,27338
27339,PRPF19,27339
27340,UTP20,27340
27341,RRP7A,27341
27342,RABGEF1,27342
27343,POLL,27343
27344,PCSK1N,27344
27345,KCNMB4,27345
27346,TMEM97,27346
27347,STK39,27347
27348,TOR1B,27348
27349,MCAT,27349
27350,APOBEC3C,27350
27351,DESI1,27351
27352,SGSM3,27352
27429,HTRA2,27429
27430,MAT2B,27430
27433,TOR2A,27433
27434,POLM,27434
27436,EML4,27436
27437,HSFY1P1,27437
27439,TMEM121B,27439
27440,HDHD5,27440
27442,CECR3,27442
27443,CECR2,27443
27445,PCLO,27445
28227,PPP2R3B,28227
28231,SLCO4A1,28231
28232,SLCO3A1,28232
28234,SLCO1B3,28234
28299,IGKV1-5,28299
28300,IGHV3OR16-16,28300
28301,IGHV3OR16-15,28301
28304,IGHV3OR16-12,28304
28305,IGHV3OR16-11,28305
28306,IGHV3OR16-10,28306
28307,IGHV3OR16-9,28307
28309,IGHV3OR16-7,28309
28312,IGHV1OR16-4,28312
28313,IGHV1OR16-3,28313
28314,IGHV1OR16-2,28314
28315,IGHV1OR16-1,28315
28316,CDH20,28316
28317,IGHV4OR15-8,28317
28318,IGHV3OR15-7,28318
28320,IGHV1OR15-6,28320
28326,IGHD5OR15-5B,28326
28327,IGHD5OR15-5A,28327
28328,IGHD4OR15-4B,28328
28329,IGHD4OR15-4A,28329
28330,IGHD3OR15-3B,28330
28331,IGHD3OR15-3A,28331
28332,IGHD2OR15-2B,28332
28333,IGHD2OR15-2A,28333
28334,IGHD1OR15-1B,28334
28335,IGHD1OR15-1A,28335
28337,IGHVIV-44-1,28337
28338,IGHVIII-82,28338
28339,IGHVIII-76-1,28339
28340,IGHVIII-67-4,28340
28341,IGHVIII-67-3,28341
28342,IGHVIII-67-2,28342
28343,IGHVIII-51-1,28343
28344,IGHVIII-47-1,28344
28345,IGHVIII-44,28345
28346,IGHVIII-38-1,28346
28347,IGHVIII-26-1,28347
28348,IGHVIII-25-1,28348
28349,IGHVIII-22-2,28349
28350,IGHVIII-16-1,28350
28351,IGHVIII-13-1,28351
28352,IGHVIII-11-1,28352
28353,IGHVIII-5-2,28353
28354,IGHVIII-5-1,28354
28355,IGHVIII-2-1,28355
28356,IGHVII-78-1,28356
28357,IGHVII-74-1,28357
28358,IGHVII-67-1,28358
28359,IGHVII-65-1,28359
28360,IGHVII-62-1,28360
28361,IGHVII-60-1,28361
28362,IGHVII-53-1,28362
28363,IGHVII-51-2,28363
28364,IGHVII-49-1,28364
28365,IGHVII-46-1,28365
28366,IGHVII-44-2,28366
28367,IGHVII-43-1,28367
28368,IGHVII-40-1,28368
28369,IGHVII-33-1,28369
28370,IGHVII-31-1,28370
28371,IGHVII-30-1,28371
28372,IGHVII-28-1,28372
28373,IGHVII-26-2,28373
28374,IGHVII-22-1,28374
28375,IGHVII-20-1,28375
28376,IGHVII-15-1,28376
28377,IGHVII-1-1,28377
28378,IGHV7-81,28378
28380,IGHV7-56,28380
28381,IGHV7-40,28381
28382,IGHV7-34-1,28382
28383,IGHV7-27,28383
28385,IGHV6-1,28385
28386,IGHV5-10-1,28386
28387,IGHV5-78,28387
28388,IGHV5-51,28388
28389,IGHV4-38-2,28389
28390,IGHV4-80,28390
28391,IGHV4-61,28391
28392,IGHV4-59,28392
28393,IGHV4-55,28393
28394,IGHV4-39,28394
28395,IGHV4-34,28395
28396,IGHV4-31,28396
28397,IGHV4-30-4,28397
28398,IGHV4-30-2,28398
28399,IGHV4-30-1,28399
28400,IGHV4-28,28400
28401,IGHV4-4,28401
28402,IGHV3-69-1,28402
28404,IGHV3-38-3,28404
28405,IGHV3-79,28405
28406,IGHV3-76,28406
28407,IGHV3-75,28407
28408,IGHV3-74,28408
28409,IGHV3-73,28409
28410,IGHV3-72,28410
28411,IGHV3-71,28411
28412,IGHV3-66,28412
28413,IGHV3-65,28413
28414,IGHV3-64,28414
28415,IGHV3-63,28415
28416,IGHV3-62,28416
28417,IGHV3-60,28417
28418,IGHV3-57,28418
28419,IGHV3-54,28419
28420,IGHV3-53,28420
28421,IGHV3-52,28421
28422,IGHV3-50,28422
28423,IGHV3-49,28423
28424,IGHV3-48,28424
28425,IGHV3-47,28425
28426,IGHV3-43,28426
28427,IGHV3-42,28427
28428,IGHV3-41,28428
28429,IGHV3-38,28429
28430,IGHV3-37,28430
28431,IGHV3-36,28431
28432,IGHV3-35,28432
28433,IGHV3-33-2,28433
28434,IGHV3-33,28434
28435,IGHV3-32,28435
28438,IGHV3-30-2,28438
28439,IGHV3-30,28439
28440,IGHV3-29,28440
28441,IGHV3-25,28441
28442,IGHV3-23,28442
28443,IGHV3-22,28443
28444,IGHV3-21,28444
28445,IGHV3-20,28445
28446,IGHV3-19,28446
28447,IGHV3-16,28447
28448,IGHV3-15,28448
28449,IGHV3-13,28449
28450,IGHV3-11,28450
28451,IGHV3-9,28451
28452,IGHV3-7,28452
28453,IGHV3-6,28453
28454,IGHV2-70,28454
28455,IGHV2-26,28455
28456,IGHV2-10,28456
28457,IGHV2-5,28457
28458,IGHV1-69-2,28458
28460,IGHV1-38-4,28460
28461,IGHV1-69,28461
28462,IGHV1-68,28462
28463,IGHV1-67,28463
28464,IGHV1-58,28464
28465,IGHV1-46,28465
28466,IGHV1-45,28466
28467,IGHV1-24,28467
28468,IGHV1-18,28468
28469,IGHV1-17,28469
28470,IGHV1-14,28470
28471,IGHV1-12,28471
28472,IGHV1-8,28472
28473,IGHV1-3,28473
28474,IGHV1-2,28474
28475,IGHJ6,28475
28476,IGHJ5,28476
28477,IGHJ4,28477
28478,IGHJ3P,28478
28479,IGHJ3,28479
28480,IGHJ2P,28480
28481,IGHJ2,28481
28482,IGHJ1P,28482
28483,IGHJ1,28483
28484,IGHD7-27,28484
28485,IGHD6-25,28485
28486,IGHD6-19,28486
28487,IGHD6-13,28487
28488,IGHD6-6,28488
28489,IGHD5-24,28489
28490,IGHD5-18,28490
28491,IGHD5-12,28491
28492,IGHD5-5,28492
28493,IGHD4-23,28493
28494,IGHD4-17,28494
28495,IGHD4-11,28495
28496,IGHD4-4,28496
28497,IGHD3-22,28497
28498,IGHD3-16,28498
28499,IGHD3-10,28499
28500,IGHD3-9,28500
28501,IGHD3-3,28501
28502,IGHD2-21,28502
28503,IGHD2-15,28503
28504,IGHD2-8,28504
28505,IGHD2-2,28505
28506,IGHD1-26,28506
28507,IGHD1-20,28507
28508,IGHD1-14,28508
28509,IGHD1-7,28509
28510,IGHD1-1,28510
28511,NKIRAS2,28511
28512,NKIRAS1,28512
28513,CDH19,28513
28514,DLL1,28514
28516,TRDV3,28516
28517,TRDV2,28517
28518,TRDV1,28518
28519,TRDJ4,28519
28520,TRDJ3,28520
28521,TRDJ2,28521
28522,TRDJ1,28522
28523,TRDD3,28523
28524,TRDD2,28524
28525,TRDD1,28525
28526,TRDC,28526
28552,TRBV23OR9-2,28552
28555,TRBVB,28555
28556,TRBVA,28556
28557,TRBV30,28557
28558,TRBV29-1,28558
28559,TRBV28,28559
28560,TRBV27,28560
28561,TRBV26,28561
28562,TRBV25-1,28562
28563,TRBV24-1,28563
28564,TRBV23-1,28564
28565,TRBV22-1,28565
28566,TRBV21-1,28566
28567,TRBV20-1,28567
28568,TRBV19,28568
28569,TRBV18,28569
28570,TRBV17,28570
28571,TRBV16,28571
28572,TRBV15,28572
